Iteration,Success Rate (%)
1,100.0
2,100.0
3,100.0
4,100.0
5,100.0
6,100.0
7,100.0
8,100.0
9,100.0
10,100.0
11,100.0
12,100.0
13,100.0
14,100.0
15,100.0
16,100.0
17,100.0
18,100.0
19,100.0
20,100.0
21,100.0
22,100.0
23,100.0
24,100.0
25,100.0
26,96.15384615384616
27,96.29629629629629
28,96.42857142857143
29,96.55172413793103
30,96.66666666666667
31,96.7741935483871
32,96.875
33,96.96969696969697
34,97.05882352941177
35,97.14285714285714
36,97.22222222222221
37,97.2972972972973
38,97.36842105263158
39,97.43589743589743
40,97.5
41,97.5609756097561
42,97.61904761904762
43,97.67441860465115
44,97.72727272727273
45,97.77777777777777
46,97.82608695652173
47,97.87234042553192
48,97.91666666666666
49,97.95918367346938
50,98.0
51,98.0392156862745
52,98.07692307692307
53,98.11320754716981
54,98.14814814814815
55,98.18181818181819
56,98.21428571428571
57,98.24561403508771
58,98.27586206896551
59,98.30508474576271
60,98.33333333333333
61,98.36065573770492
62,98.38709677419355
63,98.4126984126984
64,98.4375
65,98.46153846153847
66,98.48484848484848
67,97.01492537313433
68,97.05882352941177
69,97.10144927536231
70,97.14285714285714
71,97.1830985915493
72,97.22222222222221
73,97.26027397260275
74,97.2972972972973
75,97.33333333333334
76,97.36842105263158
77,97.40259740259741
78,97.43589743589743
79,97.46835443037975
80,97.5
81,97.53086419753086
82,97.5609756097561
83,97.59036144578313
84,97.61904761904762
85,97.6470588235294
86,97.67441860465115
87,97.70114942528735
88,97.72727272727273
89,97.75280898876404
90,97.77777777777777
91,97.8021978021978
92,97.82608695652173
93,97.84946236559139
94,97.87234042553192
95,97.89473684210527
96,97.91666666666666
97,97.9381443298969
98,97.95918367346938
99,97.97979797979798
100,98.0
101,98.01980198019803
102,98.0392156862745
103,98.05825242718447
104,98.07692307692307
105,98.09523809523809
106,98.11320754716981
107,98.13084112149532
108,98.14814814814815
109,98.1651376146789
110,98.18181818181819
111,98.1981981981982
112,98.21428571428571
113,98.23008849557522
114,98.24561403508771
115,98.26086956521739
116,98.27586206896551
117,98.29059829059828
118,98.30508474576271
119,98.31932773109243
120,98.33333333333333
121,98.34710743801654
122,98.36065573770492
123,98.3739837398374
124,98.38709677419355
125,98.4
126,98.4126984126984
127,98.4251968503937
128,98.4375
129,98.44961240310077
130,98.46153846153847
131,98.47328244274809
132,98.48484848484848
133,98.49624060150376
134,98.50746268656717
135,98.51851851851852
136,97.79411764705883
137,97.8102189781022
138,97.82608695652173
139,97.84172661870504
140,97.85714285714285
141,97.87234042553192
142,97.88732394366197
143,97.9020979020979
144,97.91666666666666
145,97.93103448275862
146,97.94520547945206
147,97.95918367346938
148,97.97297297297297
149,97.98657718120806
150,98.0
151,98.01324503311258
152,98.02631578947368
153,98.0392156862745
154,98.05194805194806
155,98.06451612903226
156,98.07692307692307
157,98.08917197452229
158,98.10126582278481
159,98.11320754716981
160,98.125
161,98.13664596273291
162,98.14814814814815
163,98.15950920245399
164,98.17073170731707
165,98.18181818181819
166,98.19277108433735
167,98.20359281437125
168,98.21428571428571
169,98.22485207100591
170,98.23529411764706
171,98.24561403508771
172,98.25581395348837
173,98.26589595375722
174,98.27586206896551
175,98.28571428571429
176,98.29545454545455
177,98.30508474576271
178,98.31460674157303
179,98.32402234636871
180,98.33333333333333
181,98.34254143646409
182,98.35164835164835
183,98.36065573770492
184,98.36956521739131
185,98.37837837837839
186,98.38709677419355
187,98.3957219251337
188,98.40425531914893
189,98.4126984126984
190,98.42105263157895
191,97.90575916230367
192,97.91666666666666
193,97.92746113989638
194,97.9381443298969
195,97.94871794871794
196,97.95918367346938
197,97.96954314720813
198,97.97979797979798
199,97.98994974874373
200,98.0
201,98.00995024875621
202,98.01980198019803
203,98.0295566502463
204,98.0392156862745
205,98.04878048780488
206,98.05825242718447
207,98.06763285024155
208,98.07692307692307
209,98.08612440191388
210,98.09523809523809
211,98.10426540284361
212,98.11320754716981
213,98.12206572769952
214,98.13084112149532
215,98.13953488372093
216,98.14814814814815
217,98.15668202764977
218,98.1651376146789
219,98.17351598173516
220,98.18181818181819
221,98.19004524886877
222,98.1981981981982
223,98.20627802690582
224,98.21428571428571
225,98.22222222222223
226,98.23008849557522
227,98.23788546255507
228,98.24561403508771
229,98.2532751091703
230,98.26086956521739
231,98.26839826839827
232,98.27586206896551
233,98.28326180257511
234,98.29059829059828
235,98.29787234042553
236,98.30508474576271
237,98.31223628691983
238,98.31932773109243
239,98.32635983263597
240,98.33333333333333
241,98.3402489626556
242,98.34710743801654
243,98.35390946502058
244,98.36065573770492
245,98.36734693877551
246,98.3739837398374
247,98.38056680161942
248,98.38709677419355
249,98.39357429718876
250,98.4
