Iteration,Success Rate (%)
1,100.0
2,100.0
3,100.0
4,75.0
5,80.0
6,83.33333333333334
7,85.71428571428571
8,87.5
9,88.88888888888889
10,80.0
11,81.81818181818183
12,83.33333333333334
13,84.61538461538461
14,85.71428571428571
15,86.66666666666667
16,87.5
17,88.23529411764706
18,88.88888888888889
19,89.47368421052632
20,85.0
21,85.71428571428571
22,81.81818181818183
23,82.6086956521739
24,83.33333333333334
25,84.0
26,84.61538461538461
27,85.18518518518519
28,85.71428571428571
29,86.20689655172413
30,86.66666666666667
31,83.87096774193549
32,84.375
33,84.84848484848484
34,85.29411764705883
35,82.85714285714286
36,80.55555555555556
37,81.08108108108108
38,81.57894736842105
39,82.05128205128204
40,82.5
41,80.48780487804879
42,80.95238095238095
43,81.3953488372093
44,79.54545454545455
45,80.0
46,80.43478260869566
47,80.85106382978722
48,81.25
49,79.59183673469387
50,80.0
51,80.3921568627451
52,80.76923076923077
53,81.13207547169812
54,79.62962962962963
55,78.18181818181819
56,78.57142857142857
57,77.19298245614034
58,75.86206896551724
59,76.27118644067797
60,76.66666666666667
61,77.04918032786885
62,77.41935483870968
63,77.77777777777779
64,78.125
65,76.92307692307693
66,77.27272727272727
67,76.11940298507463
68,76.47058823529412
69,76.81159420289855
70,77.14285714285715
71,77.46478873239437
72,77.77777777777779
73,78.08219178082192
74,78.37837837837837
75,77.33333333333333
76,77.63157894736842
77,76.62337662337663
78,75.64102564102564
79,75.9493670886076
80,76.25
81,75.30864197530865
82,75.60975609756098
83,75.90361445783132
84,76.19047619047619
85,76.47058823529412
86,76.74418604651163
87,77.01149425287356
88,77.27272727272727
89,77.52808988764045
90,76.66666666666667
91,75.82417582417582
92,75.0
93,75.26881720430107
94,75.53191489361703
95,75.78947368421053
96,76.04166666666666
97,76.28865979381443
98,76.53061224489795
99,76.76767676767676
100,76.0
101,76.23762376237624
102,76.47058823529412
103,75.72815533980582
104,75.96153846153845
105,75.23809523809524
106,75.47169811320755
107,75.70093457943925
108,75.92592592592592
109,75.22935779816514
110,75.45454545454545
111,75.67567567567568
112,75.89285714285714
113,76.10619469026548
114,76.31578947368422
115,76.52173913043478
116,76.72413793103449
117,76.92307692307693
118,76.27118644067797
119,76.47058823529412
120,76.66666666666667
121,76.85950413223141
122,76.22950819672131
123,76.42276422764228
124,75.80645161290323
125,76.0
126,76.19047619047619
127,76.37795275590551
128,76.5625
129,75.96899224806202
130,76.15384615384615
131,76.33587786259542
132,76.51515151515152
133,76.69172932330827
134,76.11940298507463
135,76.29629629629629
136,75.73529411764706
137,75.18248175182481
138,74.63768115942028
139,74.10071942446042
140,74.28571428571429
141,74.46808510638297
142,74.64788732394366
143,74.82517482517483
144,74.30555555555556
145,73.79310344827587
146,73.97260273972603
147,74.14965986394559
148,74.32432432432432
149,74.49664429530202
150,74.66666666666667
151,74.83443708609272
152,75.0
153,75.16339869281046
154,75.32467532467533
155,75.48387096774194
156,75.0
157,75.15923566878982
158,75.31645569620254
159,74.84276729559748
160,74.375
161,74.53416149068323
162,74.69135802469135
163,74.23312883435584
164,74.39024390243902
165,74.54545454545455
166,74.69879518072288
167,74.8502994011976
168,75.0
169,75.14792899408283
170,75.29411764705883
171,74.85380116959064
172,74.4186046511628
173,74.56647398843931
174,74.71264367816092
175,74.85714285714286
176,75.0
177,75.14124293785311
178,75.28089887640449
179,75.41899441340783
180,75.55555555555556
181,75.69060773480662
182,75.82417582417582
183,75.95628415300546
184,75.54347826086956
185,75.67567567567568
186,75.26881720430107
187,74.8663101604278
188,75.0
189,75.13227513227513
190,75.26315789473685
191,75.39267015706807
192,75.52083333333334
193,75.64766839378238
194,75.25773195876289
195,74.87179487179488
196,75.0
197,75.1269035532995
198,75.25252525252525
199,75.37688442211056
200,75.5
201,75.62189054726367
202,75.24752475247524
203,75.36945812807882
204,75.49019607843137
205,75.60975609756098
206,75.24271844660194
207,74.8792270531401
208,75.0
209,75.11961722488039
210,75.23809523809524
211,75.35545023696683
212,75.0
213,75.11737089201877
214,75.23364485981308
215,75.34883720930232
216,75.46296296296296
217,75.11520737327189
218,74.77064220183486
219,74.88584474885845
220,74.54545454545455
221,74.2081447963801
222,74.32432432432432
223,74.43946188340807
224,74.10714285714286
225,74.22222222222223
226,73.89380530973452
227,74.00881057268722
228,74.12280701754386
229,73.7991266375546
230,73.47826086956522
231,73.59307359307358
232,73.70689655172413
233,73.8197424892704
234,73.93162393162393
235,74.04255319148936
236,74.15254237288136
237,74.26160337552743
238,73.94957983193278
239,74.05857740585773
240,74.16666666666667
241,73.85892116182573
242,73.96694214876032
243,73.66255144032921
244,73.77049180327869
245,73.87755102040816
246,73.98373983739837
247,74.08906882591093
248,73.79032258064517
249,73.89558232931726
250,73.6
