Iteration,Success Rate (%)
1,0.0
2,50.0
3,33.33333333333333
4,25.0
5,20.0
6,16.666666666666664
7,28.57142857142857
8,37.5
9,33.33333333333333
10,40.0
11,45.45454545454545
12,50.0
13,46.15384615384615
14,50.0
15,53.333333333333336
16,56.25
17,58.82352941176471
18,55.55555555555556
19,52.63157894736842
20,55.00000000000001
21,52.38095238095239
22,54.54545454545454
23,56.52173913043478
24,58.333333333333336
25,56.00000000000001
26,53.84615384615385
27,51.85185185185185
28,53.57142857142857
29,51.724137931034484
30,50.0
31,48.38709677419355
32,46.875
33,48.484848484848484
34,50.0
35,51.42857142857142
36,52.77777777777778
37,54.054054054054056
38,55.26315789473685
39,53.84615384615385
40,52.5
41,53.65853658536586
42,52.38095238095239
43,51.162790697674424
44,50.0
45,51.11111111111111
46,50.0
47,48.93617021276596
48,47.91666666666667
49,46.93877551020408
50,48.0
51,49.01960784313725
52,48.07692307692308
53,49.056603773584904
54,48.148148148148145
55,47.27272727272727
56,48.214285714285715
57,49.122807017543856
58,48.275862068965516
59,47.45762711864407
60,46.666666666666664
61,47.540983606557376
62,48.38709677419355
63,47.61904761904761
64,48.4375
65,47.69230769230769
66,48.484848484848484
67,49.25373134328358
68,50.0
69,50.72463768115942
70,51.42857142857142
71,52.112676056338024
72,51.388888888888886
73,52.054794520547944
74,52.702702702702695
75,52.0
76,51.31578947368421
77,50.649350649350644
78,50.0
79,49.36708860759494
80,48.75
81,49.382716049382715
82,50.0
83,50.602409638554214
84,50.0
85,50.588235294117645
86,50.0
87,50.57471264367817
88,50.0
89,49.43820224719101
90,48.888888888888886
91,48.35164835164835
92,48.91304347826087
93,48.38709677419355
94,48.93617021276596
95,48.421052631578945
96,47.91666666666667
97,48.45360824742268
98,47.95918367346938
99,47.474747474747474
100,48.0
101,47.524752475247524
102,48.03921568627451
103,47.57281553398058
104,47.11538461538461
105,46.666666666666664
106,46.22641509433962
107,46.728971962616825
108,47.22222222222222
109,47.706422018348626
110,47.27272727272727
111,47.74774774774775
112,48.214285714285715
113,47.78761061946903
114,47.368421052631575
115,47.82608695652174
116,48.275862068965516
117,47.863247863247864
118,47.45762711864407
119,47.05882352941176
120,47.5
121,47.107438016528924
122,46.72131147540984
123,46.34146341463415
124,45.96774193548387
125,45.6
126,45.23809523809524
127,45.66929133858268
128,45.3125
129,44.96124031007752
130,44.61538461538462
131,44.274809160305345
132,43.93939393939394
133,43.609022556390975
134,43.28358208955223
135,42.96296296296296
136,43.38235294117647
137,43.06569343065693
138,42.7536231884058
139,42.44604316546763
140,42.142857142857146
141,41.843971631205676
142,42.25352112676056
143,42.65734265734265
144,43.05555555555556
145,42.758620689655174
146,43.15068493150685
147,42.857142857142854
148,42.567567567567565
149,42.95302013422819
150,42.66666666666667
151,42.384105960264904
152,42.10526315789473
153,42.48366013071895
154,42.2077922077922
155,42.58064516129032
156,42.94871794871795
157,43.31210191082803
158,43.037974683544306
159,43.39622641509434
160,43.125
161,42.857142857142854
162,42.592592592592595
163,42.944785276073624
164,42.68292682926829
165,43.03030303030303
166,43.373493975903614
167,43.712574850299404
168,43.452380952380956
169,43.19526627218935
170,43.529411764705884
171,43.27485380116959
172,43.604651162790695
173,43.35260115606936
174,43.103448275862064
175,42.857142857142854
176,42.61363636363637
177,42.3728813559322
178,42.13483146067416
179,41.899441340782126
180,42.22222222222222
181,42.5414364640884
182,42.857142857142854
183,43.169398907103826
184,42.934782608695656
185,43.24324324324324
186,43.01075268817204
187,43.31550802139038
188,43.61702127659575
189,43.386243386243386
190,43.15789473684211
191,42.93193717277487
192,42.70833333333333
193,42.487046632124354
194,42.78350515463917
195,43.07692307692308
196,42.857142857142854
197,43.14720812182741
198,43.43434343434344
199,43.21608040201005
200,43.0
201,43.28358208955223
202,43.56435643564357
203,43.34975369458128
204,43.13725490196079
205,43.41463414634146
206,43.203883495145625
207,42.99516908212561
208,42.78846153846153
209,43.0622009569378
210,42.857142857142854
211,42.65402843601896
212,42.924528301886795
213,42.72300469483568
214,42.523364485981304
215,42.7906976744186
216,42.592592592592595
217,42.3963133640553
218,42.6605504587156
219,42.465753424657535
220,42.72727272727273
221,42.53393665158371
222,42.34234234234234
223,42.600896860986545
224,42.410714285714285
225,42.22222222222222
226,42.0353982300885
227,41.85022026431718
228,41.66666666666667
229,41.92139737991266
230,41.73913043478261
231,41.99134199134199
232,41.810344827586206
233,42.06008583690987
234,42.30769230769231
235,42.5531914893617
236,42.79661016949153
237,43.037974683544306
238,43.27731092436975
239,43.51464435146444
240,43.333333333333336
241,43.15352697095436
242,43.388429752066116
243,43.20987654320987
244,43.0327868852459
245,43.26530612244898
246,43.49593495934959
247,43.7246963562753
248,43.95161290322581
249,44.17670682730924
250,44.0
